Order Date,Region,Country,Category,Product,Sales Rep,Channel,Units Sold,Unit Price,Unit Cost,Revenue,Cost,Profit,Margin %
2025-08-05,North,USA,Apparel,Backpack,S. Owusu,Online,8,$54.99,$26.95,$439.92,$215.60,$224.32,51.0%
2025-08-07,East,Japan,Office,Monitor Arm,R. Chen,Retail Store,38,$64.99,$31.85,"$2,469.62","$1,210.30","$1,259.32",51.0%
2025-08-08,East,India,Electronics,Smart Watch,R. Chen,Online,6,$149.99,$69.00,$899.94,$414.00,$485.94,54.0%
2025-08-08,South,Brazil,Apparel,Jacket,T. Novak,Online,24,$99.99,$46.00,"$2,399.76","$1,104.00","$1,295.76",54.0%
2025-08-08,North,USA,Electronics,Smart Watch,K. Ivanova,Online,38,$149.99,$69.00,"$5,699.62","$2,622.00","$3,077.62",54.0%
2025-08-08,West,Germany,Electronics,Wireless Earbuds,R. Chen,Retail Store,1,$59.99,$34.79,$59.99,$34.79,$25.20,42.0%
2025-08-09,East,Japan,Office,Desk Lamp,R. Chen,Online,11,$29.99,$16.79,$329.89,$184.69,$145.20,44.0%
2025-08-09,South,Argentina,Apparel,Sunglasses,S. Owusu,Online,4,$34.99,$19.24,$139.96,$76.96,$63.00,45.0%
2025-08-09,West,Germany,Home & Kitchen,Coffee Maker,J. Kim,Retail Store,37,$69.99,$41.29,"$2,589.63","$1,527.73","$1,061.90",41.0%
2025-08-10,East,India,Office,Desk Chair,A. Patel,Retail Store,40,$179.99,$82.80,"$7,199.60","$3,312.00","$3,887.60",54.0%
2025-08-10,West,Germany,Electronics,Laptop Stand,K. Ivanova,Online,3,$24.99,$12.25,$74.97,$36.75,$38.22,51.0%
2025-08-11,South,Brazil,Apparel,Backpack,S. Owusu,Wholesale,26,$54.99,$26.95,"$1,429.74",$700.70,$729.04,51.0%
2025-08-11,East,Japan,Office,Monitor Arm,J. Kim,Online,24,$64.99,$31.85,"$1,559.76",$764.40,$795.36,51.0%
2025-08-12,North,Canada,Electronics,Bluetooth Speaker,L. Rossi,Retail Store,27,$39.99,$20.39,"$1,079.73",$550.53,$529.20,49.0%
2025-08-12,South,Argentina,Electronics,Smart Watch,T. Novak,Online,20,$149.99,$69.00,"$2,999.80","$1,380.00","$1,619.80",54.0%
2025-08-12,East,Japan,Home & Kitchen,Coffee Maker,K. Ivanova,Online,22,$69.99,$41.29,"$1,539.78",$908.38,$631.40,41.0%
2025-08-13,West,UK,Home & Kitchen,Coffee Maker,J. Kim,Online,38,$69.99,$41.29,"$2,659.62","$1,569.02","$1,090.60",41.0%
2025-08-13,East,India,Office,Desk Lamp,M. Silva,Retail Store,16,$29.99,$16.79,$479.84,$268.64,$211.20,44.0%
2025-08-14,North,Canada,Home & Kitchen,Coffee Maker,T. Novak,Online,40,$69.99,$41.29,"$2,799.60","$1,651.60","$1,148.00",41.0%
2025-08-15,West,Germany,Office,Desk Lamp,T. Novak,Online,33,$29.99,$16.79,$989.67,$554.07,$435.60,44.0%
2025-08-15,East,Japan,Apparel,Backpack,L. Rossi,Retail Store,28,$54.99,$26.95,"$1,539.72",$754.60,$785.12,51.0%
2025-08-16,West,UK,Apparel,Sunglasses,M. Silva,Online,1,$34.99,$19.24,$34.99,$19.24,$15.75,45.0%
2025-08-16,East,Japan,Home & Kitchen,Blender,R. Chen,Retail Store,21,$44.99,$28.34,$944.79,$595.14,$349.65,37.0%
2025-08-16,South,Brazil,Home & Kitchen,Air Fryer,A. Patel,Online,38,$89.99,$53.99,"$3,419.62","$2,051.62","$1,368.00",40.0%
2025-08-17,South,Argentina,Office,Notebook Set,R. Chen,Retail Store,18,$14.99,$8.69,$269.82,$156.42,$113.40,42.0%
2025-08-17,East,Japan,Office,Desk Chair,M. Silva,Retail Store,6,$179.99,$82.80,"$1,079.94",$496.80,$583.14,54.0%
2025-08-17,East,India,Electronics,Smart Watch,R. Chen,Online,17,$149.99,$69.00,"$2,549.83","$1,173.00","$1,376.83",54.0%
2025-08-17,South,Brazil,Apparel,Backpack,T. Novak,Wholesale,28,$54.99,$26.95,"$1,539.72",$754.60,$785.12,51.0%
2025-08-17,North,Canada,Home & Kitchen,Cookware Set,S. Owusu,Retail Store,33,$119.99,$56.40,"$3,959.67","$1,861.20","$2,098.47",53.0%
2025-08-18,East,India,Office,Monitor Arm,A. Patel,Retail Store,34,$64.99,$31.85,"$2,209.66","$1,082.90","$1,126.76",51.0%
2025-08-18,North,Canada,Office,Notebook Set,J. Kim,Wholesale,2,$14.99,$8.69,$29.98,$17.38,$12.60,42.0%
2025-08-18,West,UK,Home & Kitchen,Blender,R. Chen,Online,29,$44.99,$28.34,"$1,304.71",$821.86,$482.85,37.0%
2025-08-18,East,India,Office,Notebook Set,R. Chen,Retail Store,38,$14.99,$8.69,$569.62,$330.22,$239.40,42.0%
2025-08-19,East,India,Home & Kitchen,Air Fryer,T. Novak,Online,39,$89.99,$53.99,"$3,509.61","$2,105.61","$1,404.00",40.0%
2025-08-19,West,Germany,Electronics,Smart Watch,R. Chen,Online,5,$149.99,$69.00,$749.95,$345.00,$404.95,54.0%
2025-08-19,East,Japan,Apparel,Sunglasses,A. Patel,Retail Store,33,$34.99,$19.24,"$1,154.67",$634.92,$519.75,45.0%
2025-08-20,South,Brazil,Office,Desk Chair,M. Silva,Online,4,$179.99,$82.80,$719.96,$331.20,$388.76,54.0%
2025-08-20,East,India,Apparel,Jacket,J. Kim,Online,3,$99.99,$46.00,$299.97,$138.00,$161.97,54.0%
2025-08-20,North,USA,Office,Notebook Set,M. Silva,Online,31,$14.99,$8.69,$464.69,$269.39,$195.30,42.0%
2025-08-21,East,Japan,Office,Notebook Set,J. Kim,Retail Store,31,$14.99,$8.69,$464.69,$269.39,$195.30,42.0%
2025-08-21,North,USA,Electronics,Wireless Earbuds,S. Owusu,Online,9,$59.99,$34.79,$539.91,$313.11,$226.80,42.0%
2025-08-21,East,Japan,Apparel,Sunglasses,J. Kim,Online,15,$34.99,$19.24,$524.85,$288.60,$236.25,45.0%
2025-08-21,East,India,Apparel,Running Shoes,K. Ivanova,Online,37,$74.99,$39.74,"$2,774.63","$1,470.38","$1,304.25",47.0%
2025-08-22,West,UK,Office,Desk Lamp,L. Rossi,Online,1,$29.99,$16.79,$29.99,$16.79,$13.20,44.0%
2025-08-22,South,Argentina,Apparel,Sunglasses,L. Rossi,Retail Store,36,$34.99,$19.24,"$1,259.64",$692.64,$567.00,45.0%
2025-08-22,North,Canada,Home & Kitchen,Blender,T. Novak,Retail Store,16,$44.99,$28.34,$719.84,$453.44,$266.40,37.0%
2025-08-22,East,Japan,Office,Desk Chair,J. Kim,Retail Store,3,$179.99,$82.80,$539.97,$248.40,$291.57,54.0%
2025-08-22,South,Brazil,Electronics,Wireless Earbuds,K. Ivanova,Retail Store,40,$59.99,$34.79,"$2,399.60","$1,391.60","$1,008.00",42.0%
2025-08-23,East,India,Office,Monitor Arm,L. Rossi,Retail Store,32,$64.99,$31.85,"$2,079.68","$1,019.20","$1,060.48",51.0%
2025-08-23,North,USA,Home & Kitchen,Cookware Set,J. Kim,Retail Store,4,$119.99,$56.40,$479.96,$225.60,$254.36,53.0%
2025-08-23,North,Canada,Apparel,Running Shoes,A. Patel,Retail Store,25,$74.99,$39.74,"$1,874.75",$993.50,$881.25,47.0%
2025-08-23,West,UK,Apparel,Jacket,T. Novak,Retail Store,40,$99.99,$46.00,"$3,999.60","$1,840.00","$2,159.60",54.0%
2025-08-24,East,India,Office,Desk Chair,R. Chen,Online,26,$179.99,$82.80,"$4,679.74","$2,152.80","$2,526.94",54.0%
2025-08-24,East,India,Apparel,Jacket,J. Kim,Online,27,$99.99,$46.00,"$2,699.73","$1,242.00","$1,457.73",54.0%
2025-08-24,South,Argentina,Home & Kitchen,Coffee Maker,K. Ivanova,Online,35,$69.99,$41.29,"$2,449.65","$1,445.15","$1,004.50",41.0%
2025-08-24,West,UK,Electronics,Bluetooth Speaker,A. Patel,Retail Store,39,$39.99,$20.39,"$1,559.61",$795.21,$764.40,49.0%
2025-08-25,South,Brazil,Office,Desk Chair,A. Patel,Retail Store,35,$179.99,$82.80,"$6,299.65","$2,898.00","$3,401.65",54.0%
2025-08-25,South,Argentina,Apparel,Jacket,J. Kim,Online,7,$99.99,$46.00,$699.93,$322.00,$377.93,54.0%
2025-08-26,West,Germany,Apparel,Jacket,K. Ivanova,Online,29,$99.99,$46.00,"$2,899.71","$1,334.00","$1,565.71",54.0%
2025-08-26,South,Argentina,Electronics,Laptop Stand,J. Kim,Online,6,$24.99,$12.25,$149.94,$73.50,$76.44,51.0%
2025-08-26,East,Japan,Home & Kitchen,Coffee Maker,M. Silva,Online,27,$69.99,$41.29,"$1,889.73","$1,114.83",$774.90,41.0%
2025-08-27,East,Japan,Home & Kitchen,Air Fryer,M. Silva,Wholesale,7,$89.99,$53.99,$629.93,$377.93,$252.00,40.0%
2025-08-27,East,India,Electronics,Laptop Stand,S. Owusu,Wholesale,20,$24.99,$12.25,$499.80,$245.00,$254.80,51.0%
2025-08-27,South,Brazil,Office,Notebook Set,L. Rossi,Online,12,$14.99,$8.69,$179.88,$104.28,$75.60,42.0%
2025-08-29,East,India,Home & Kitchen,Blender,T. Novak,Retail Store,30,$44.99,$28.34,"$1,349.70",$850.20,$499.50,37.0%
2025-08-29,West,Germany,Home & Kitchen,Cookware Set,K. Ivanova,Wholesale,31,$119.99,$56.40,"$3,719.69","$1,748.40","$1,971.29",53.0%
2025-08-29,South,Brazil,Home & Kitchen,Blender,S. Owusu,Online,22,$44.99,$28.34,$989.78,$623.48,$366.30,37.0%
2025-08-29,East,India,Office,Desk Lamp,J. Kim,Wholesale,32,$29.99,$16.79,$959.68,$537.28,$422.40,44.0%
2025-08-30,North,USA,Electronics,Smart Watch,L. Rossi,Retail Store,31,$149.99,$69.00,"$4,649.69","$2,139.00","$2,510.69",54.0%
2025-08-30,South,Brazil,Electronics,Laptop Stand,S. Owusu,Online,37,$24.99,$12.25,$924.63,$453.25,$471.38,51.0%
2025-08-30,South,Argentina,Office,Monitor Arm,T. Novak,Online,33,$64.99,$31.85,"$2,144.67","$1,051.05","$1,093.62",51.0%
2025-08-30,West,UK,Office,Monitor Arm,R. Chen,Wholesale,30,$64.99,$31.85,"$1,949.70",$955.50,$994.20,51.0%
2025-08-31,South,Brazil,Apparel,Jacket,K. Ivanova,Wholesale,36,$99.99,$46.00,"$3,599.64","$1,656.00","$1,943.64",54.0%
2025-08-31,South,Brazil,Home & Kitchen,Cookware Set,T. Novak,Wholesale,10,$119.99,$56.40,"$1,199.90",$564.00,$635.90,53.0%
2025-08-31,North,USA,Office,Desk Chair,J. Kim,Online,10,$179.99,$82.80,"$1,799.90",$828.00,$971.90,54.0%
2025-08-31,North,USA,Office,Monitor Arm,K. Ivanova,Wholesale,35,$64.99,$31.85,"$2,274.65","$1,114.75","$1,159.90",51.0%
2025-09-01,East,Japan,Home & Kitchen,Blender,M. Silva,Wholesale,13,$44.99,$28.34,$584.87,$368.42,$216.45,37.0%
2025-09-01,South,Brazil,Office,Notebook Set,L. Rossi,Online,9,$14.99,$8.69,$134.91,$78.21,$56.70,42.0%
2025-09-01,South,Argentina,Office,Desk Lamp,T. Novak,Online,28,$29.99,$16.79,$839.72,$470.12,$369.60,44.0%
2025-09-01,East,India,Electronics,Laptop Stand,J. Kim,Online,34,$24.99,$12.25,$849.66,$416.50,$433.16,51.0%
2025-09-02,South,Argentina,Apparel,Backpack,A. Patel,Wholesale,6,$54.99,$26.95,$329.94,$161.70,$168.24,51.0%
2025-09-03,East,Japan,Apparel,Jacket,K. Ivanova,Wholesale,39,$99.99,$46.00,"$3,899.61","$1,794.00","$2,105.61",54.0%
2025-09-04,South,Brazil,Office,Monitor Arm,M. Silva,Retail Store,33,$64.99,$31.85,"$2,144.67","$1,051.05","$1,093.62",51.0%
2025-09-04,East,Japan,Apparel,Sunglasses,K. Ivanova,Retail Store,39,$34.99,$19.24,"$1,364.61",$750.36,$614.25,45.0%
2025-09-05,West,Germany,Apparel,Backpack,R. Chen,Retail Store,6,$54.99,$26.95,$329.94,$161.70,$168.24,51.0%
2025-09-05,West,UK,Electronics,Laptop Stand,A. Patel,Online,18,$24.99,$12.25,$449.82,$220.50,$229.32,51.0%
2025-09-05,East,Japan,Electronics,Laptop Stand,K. Ivanova,Online,20,$24.99,$12.25,$499.80,$245.00,$254.80,51.0%
2025-09-05,North,Canada,Home & Kitchen,Air Fryer,T. Novak,Retail Store,38,$89.99,$53.99,"$3,419.62","$2,051.62","$1,368.00",40.0%
2025-09-06,East,India,Home & Kitchen,Air Fryer,T. Novak,Retail Store,26,$89.99,$53.99,"$2,339.74","$1,403.74",$936.00,40.0%
2025-09-06,South,Brazil,Apparel,Running Shoes,M. Silva,Retail Store,10,$74.99,$39.74,$749.90,$397.40,$352.50,47.0%
2025-09-07,East,Japan,Home & Kitchen,Coffee Maker,J. Kim,Online,5,$69.99,$41.29,$349.95,$206.45,$143.50,41.0%
2025-09-07,West,UK,Home & Kitchen,Cookware Set,M. Silva,Online,33,$119.99,$56.40,"$3,959.67","$1,861.20","$2,098.47",53.0%
2025-09-07,North,Canada,Apparel,Running Shoes,K. Ivanova,Online,26,$74.99,$39.74,"$1,949.74","$1,033.24",$916.50,47.0%
2025-09-07,North,Canada,Office,Desk Lamp,M. Silva,Online,26,$29.99,$16.79,$779.74,$436.54,$343.20,44.0%
2025-09-08,West,Germany,Electronics,Bluetooth Speaker,R. Chen,Online,16,$39.99,$20.39,$639.84,$326.24,$313.60,49.0%
2025-09-08,South,Argentina,Office,Desk Lamp,K. Ivanova,Online,6,$29.99,$16.79,$179.94,$100.74,$79.20,44.0%
2025-09-09,West,UK,Electronics,Bluetooth Speaker,M. Silva,Online,18,$39.99,$20.39,$719.82,$367.02,$352.80,49.0%
2025-09-09,South,Argentina,Office,Desk Lamp,M. Silva,Retail Store,25,$29.99,$16.79,$749.75,$419.75,$330.00,44.0%
2025-09-09,East,India,Apparel,Backpack,A. Patel,Online,36,$54.99,$26.95,"$1,979.64",$970.20,"$1,009.44",51.0%
2025-09-09,South,Argentina,Electronics,Smart Watch,A. Patel,Wholesale,2,$149.99,$69.00,$299.98,$138.00,$161.98,54.0%
2025-09-09,East,Japan,Electronics,Wireless Earbuds,L. Rossi,Wholesale,8,$59.99,$34.79,$479.92,$278.32,$201.60,42.0%
2025-09-10,South,Brazil,Home & Kitchen,Cookware Set,T. Novak,Online,31,$119.99,$56.40,"$3,719.69","$1,748.40","$1,971.29",53.0%
2025-09-10,South,Argentina,Electronics,Bluetooth Speaker,R. Chen,Online,26,$39.99,$20.39,"$1,039.74",$530.14,$509.60,49.0%
2025-09-10,North,Canada,Office,Desk Lamp,T. Novak,Retail Store,31,$29.99,$16.79,$929.69,$520.49,$409.20,44.0%
2025-09-11,West,Germany,Home & Kitchen,Cookware Set,M. Silva,Online,23,$119.99,$56.40,"$2,759.77","$1,297.20","$1,462.57",53.0%
2025-09-12,South,Brazil,Office,Notebook Set,K. Ivanova,Online,1,$14.99,$8.69,$14.99,$8.69,$6.30,42.0%
2025-09-12,North,USA,Office,Desk Lamp,R. Chen,Online,23,$29.99,$16.79,$689.77,$386.17,$303.60,44.0%
2025-09-12,East,Japan,Home & Kitchen,Blender,M. Silva,Retail Store,18,$44.99,$28.34,$809.82,$510.12,$299.70,37.0%
2025-09-12,North,Canada,Office,Monitor Arm,S. Owusu,Online,12,$64.99,$31.85,$779.88,$382.20,$397.68,51.0%
2025-09-13,West,UK,Home & Kitchen,Blender,M. Silva,Wholesale,29,$44.99,$28.34,"$1,304.71",$821.86,$482.85,37.0%
2025-09-13,East,Japan,Office,Desk Lamp,K. Ivanova,Online,36,$29.99,$16.79,"$1,079.64",$604.44,$475.20,44.0%
2025-09-13,South,Brazil,Home & Kitchen,Blender,R. Chen,Online,16,$44.99,$28.34,$719.84,$453.44,$266.40,37.0%
2025-09-15,South,Brazil,Office,Monitor Arm,M. Silva,Wholesale,13,$64.99,$31.85,$844.87,$414.05,$430.82,51.0%
2025-09-16,East,Japan,Apparel,Jacket,L. Rossi,Online,40,$99.99,$46.00,"$3,999.60","$1,840.00","$2,159.60",54.0%
2025-09-17,East,India,Office,Desk Lamp,J. Kim,Online,24,$29.99,$16.79,$719.76,$402.96,$316.80,44.0%
2025-09-17,North,Canada,Home & Kitchen,Cookware Set,M. Silva,Online,40,$119.99,$56.40,"$4,799.60","$2,256.00","$2,543.60",53.0%
2025-09-17,South,Argentina,Home & Kitchen,Blender,A. Patel,Online,10,$44.99,$28.34,$449.90,$283.40,$166.50,37.0%
2025-09-18,North,Canada,Office,Desk Chair,M. Silva,Online,30,$179.99,$82.80,"$5,399.70","$2,484.00","$2,915.70",54.0%
2025-09-19,South,Brazil,Apparel,Sunglasses,J. Kim,Online,28,$34.99,$19.24,$979.72,$538.72,$441.00,45.0%
2025-09-19,North,Canada,Electronics,Wireless Earbuds,K. Ivanova,Online,13,$59.99,$34.79,$779.87,$452.27,$327.60,42.0%
2025-09-19,North,Canada,Apparel,Running Shoes,R. Chen,Retail Store,40,$74.99,$39.74,"$2,999.60","$1,589.60","$1,410.00",47.0%
2025-09-19,South,Brazil,Electronics,Bluetooth Speaker,R. Chen,Retail Store,11,$39.99,$20.39,$439.89,$224.29,$215.60,49.0%
2025-09-19,South,Argentina,Office,Desk Chair,M. Silva,Wholesale,37,$179.99,$82.80,"$6,659.63","$3,063.60","$3,596.03",54.0%
2025-09-20,North,USA,Office,Monitor Arm,M. Silva,Retail Store,1,$64.99,$31.85,$64.99,$31.85,$33.14,51.0%
2025-09-20,North,Canada,Office,Desk Chair,K. Ivanova,Retail Store,37,$179.99,$82.80,"$6,659.63","$3,063.60","$3,596.03",54.0%
2025-09-20,West,UK,Electronics,Wireless Earbuds,L. Rossi,Retail Store,36,$59.99,$34.79,"$2,159.64","$1,252.44",$907.20,42.0%
2025-09-20,East,Japan,Office,Desk Lamp,L. Rossi,Online,32,$29.99,$16.79,$959.68,$537.28,$422.40,44.0%
2025-09-21,West,Germany,Apparel,Running Shoes,R. Chen,Online,4,$74.99,$39.74,$299.96,$158.96,$141.00,47.0%
2025-09-21,North,USA,Office,Desk Chair,T. Novak,Wholesale,9,$179.99,$82.80,"$1,619.91",$745.20,$874.71,54.0%
2025-09-21,West,UK,Electronics,Smart Watch,K. Ivanova,Online,30,$149.99,$69.00,"$4,499.70","$2,070.00","$2,429.70",54.0%
2025-09-22,South,Brazil,Apparel,Sunglasses,K. Ivanova,Online,26,$34.99,$19.24,$909.74,$500.24,$409.50,45.0%
2025-09-22,East,Japan,Home & Kitchen,Cookware Set,S. Owusu,Retail Store,23,$119.99,$56.40,"$2,759.77","$1,297.20","$1,462.57",53.0%
2025-09-22,West,UK,Apparel,Running Shoes,R. Chen,Online,31,$74.99,$39.74,"$2,324.69","$1,231.94","$1,092.75",47.0%
2025-09-22,South,Argentina,Apparel,Sunglasses,K. Ivanova,Wholesale,9,$34.99,$19.24,$314.91,$173.16,$141.75,45.0%
2025-09-23,North,Canada,Home & Kitchen,Cookware Set,S. Owusu,Retail Store,25,$119.99,$56.40,"$2,999.75","$1,410.00","$1,589.75",53.0%
2025-09-23,North,USA,Home & Kitchen,Cookware Set,R. Chen,Online,16,$119.99,$56.40,"$1,919.84",$902.40,"$1,017.44",53.0%
2025-09-24,West,UK,Apparel,Sunglasses,J. Kim,Retail Store,16,$34.99,$19.24,$559.84,$307.84,$252.00,45.0%
2025-09-24,South,Argentina,Office,Notebook Set,S. Owusu,Online,3,$14.99,$8.69,$44.97,$26.07,$18.90,42.0%
2025-09-25,East,Japan,Home & Kitchen,Blender,R. Chen,Online,9,$44.99,$28.34,$404.91,$255.06,$149.85,37.0%
2025-09-25,West,Germany,Home & Kitchen,Cookware Set,T. Novak,Online,3,$119.99,$56.40,$359.97,$169.20,$190.77,53.0%
2025-09-25,East,India,Apparel,Running Shoes,J. Kim,Online,10,$74.99,$39.74,$749.90,$397.40,$352.50,47.0%
2025-09-25,South,Brazil,Apparel,Backpack,S. Owusu,Online,32,$54.99,$26.95,"$1,759.68",$862.40,$897.28,51.0%
2025-09-26,East,India,Home & Kitchen,Blender,R. Chen,Online,20,$44.99,$28.34,$899.80,$566.80,$333.00,37.0%
2025-09-26,North,Canada,Apparel,Backpack,R. Chen,Online,11,$54.99,$26.95,$604.89,$296.45,$308.44,51.0%
2025-09-26,East,Japan,Home & Kitchen,Air Fryer,M. Silva,Online,3,$89.99,$53.99,$269.97,$161.97,$108.00,40.0%
2025-09-27,West,UK,Electronics,Smart Watch,M. Silva,Retail Store,13,$149.99,$69.00,"$1,949.87",$897.00,"$1,052.87",54.0%
2025-09-28,East,India,Electronics,Bluetooth Speaker,S. Owusu,Online,28,$39.99,$20.39,"$1,119.72",$570.92,$548.80,49.0%
2025-09-29,West,Germany,Home & Kitchen,Blender,J. Kim,Retail Store,20,$44.99,$28.34,$899.80,$566.80,$333.00,37.0%
2025-09-30,West,Germany,Apparel,Sunglasses,R. Chen,Wholesale,40,$34.99,$19.24,"$1,399.60",$769.60,$630.00,45.0%
2025-10-01,North,Canada,Electronics,Wireless Earbuds,L. Rossi,Online,30,$59.99,$34.79,"$1,799.70","$1,043.70",$756.00,42.0%
2025-10-01,North,USA,Home & Kitchen,Coffee Maker,S. Owusu,Retail Store,37,$69.99,$41.29,"$2,589.63","$1,527.73","$1,061.90",41.0%
2025-10-01,North,USA,Electronics,Wireless Earbuds,A. Patel,Retail Store,27,$59.99,$34.79,"$1,619.73",$939.33,$680.40,42.0%
2025-10-01,East,Japan,Apparel,Backpack,A. Patel,Online,11,$54.99,$26.95,$604.89,$296.45,$308.44,51.0%
2025-10-01,East,India,Electronics,Laptop Stand,K. Ivanova,Retail Store,30,$24.99,$12.25,$749.70,$367.50,$382.20,51.0%
2025-10-01,South,Argentina,Office,Desk Chair,L. Rossi,Wholesale,17,$179.99,$82.80,"$3,059.83","$1,407.60","$1,652.23",54.0%
2025-10-02,East,India,Office,Monitor Arm,J. Kim,Wholesale,34,$64.99,$31.85,"$2,209.66","$1,082.90","$1,126.76",51.0%
2025-10-03,West,Germany,Apparel,Sunglasses,K. Ivanova,Wholesale,13,$34.99,$19.24,$454.87,$250.12,$204.75,45.0%
2025-10-03,South,Brazil,Electronics,Laptop Stand,J. Kim,Online,16,$24.99,$12.25,$399.84,$196.00,$203.84,51.0%
2025-10-04,West,Germany,Electronics,Wireless Earbuds,L. Rossi,Retail Store,39,$59.99,$34.79,"$2,339.61","$1,356.81",$982.80,42.0%
2025-10-04,East,Japan,Home & Kitchen,Coffee Maker,K. Ivanova,Retail Store,37,$69.99,$41.29,"$2,589.63","$1,527.73","$1,061.90",41.0%
2025-10-04,South,Brazil,Office,Desk Lamp,J. Kim,Retail Store,23,$29.99,$16.79,$689.77,$386.17,$303.60,44.0%
2025-10-04,East,Japan,Office,Desk Chair,A. Patel,Online,22,$179.99,$82.80,"$3,959.78","$1,821.60","$2,138.18",54.0%
2025-10-05,North,Canada,Home & Kitchen,Cookware Set,J. Kim,Retail Store,16,$119.99,$56.40,"$1,919.84",$902.40,"$1,017.44",53.0%
2025-10-05,South,Brazil,Apparel,Jacket,L. Rossi,Wholesale,10,$99.99,$46.00,$999.90,$460.00,$539.90,54.0%
2025-10-05,South,Brazil,Apparel,Running Shoes,S. Owusu,Wholesale,8,$74.99,$39.74,$599.92,$317.92,$282.00,47.0%
2025-10-05,South,Argentina,Home & Kitchen,Coffee Maker,T. Novak,Retail Store,10,$69.99,$41.29,$699.90,$412.90,$287.00,41.0%
2025-10-06,East,Japan,Office,Notebook Set,M. Silva,Online,10,$14.99,$8.69,$149.90,$86.90,$63.00,42.0%
2025-10-07,North,Canada,Home & Kitchen,Cookware Set,M. Silva,Online,24,$119.99,$56.40,"$2,879.76","$1,353.60","$1,526.16",53.0%
2025-10-07,East,Japan,Office,Monitor Arm,R. Chen,Online,20,$64.99,$31.85,"$1,299.80",$637.00,$662.80,51.0%
2025-10-07,South,Argentina,Home & Kitchen,Air Fryer,M. Silva,Online,8,$89.99,$53.99,$719.92,$431.92,$288.00,40.0%
2025-10-08,North,Canada,Office,Desk Chair,L. Rossi,Wholesale,11,$179.99,$82.80,"$1,979.89",$910.80,"$1,069.09",54.0%
2025-10-08,South,Argentina,Office,Desk Chair,S. Owusu,Online,38,$179.99,$82.80,"$6,839.62","$3,146.40","$3,693.22",54.0%
2025-10-08,West,Germany,Apparel,Jacket,T. Novak,Online,17,$99.99,$46.00,"$1,699.83",$782.00,$917.83,54.0%
2025-10-08,East,Japan,Electronics,Wireless Earbuds,M. Silva,Retail Store,9,$59.99,$34.79,$539.91,$313.11,$226.80,42.0%
2025-10-09,West,UK,Electronics,Bluetooth Speaker,A. Patel,Online,19,$39.99,$20.39,$759.81,$387.41,$372.40,49.0%
2025-10-09,North,Canada,Office,Notebook Set,R. Chen,Online,4,$14.99,$8.69,$59.96,$34.76,$25.20,42.0%
2025-10-10,West,UK,Home & Kitchen,Air Fryer,K. Ivanova,Wholesale,10,$89.99,$53.99,$899.90,$539.90,$360.00,40.0%
2025-10-10,North,USA,Apparel,Jacket,K. Ivanova,Retail Store,24,$99.99,$46.00,"$2,399.76","$1,104.00","$1,295.76",54.0%
2025-10-10,West,Germany,Apparel,Jacket,M. Silva,Online,1,$99.99,$46.00,$99.99,$46.00,$53.99,54.0%
2025-10-11,South,Brazil,Electronics,Wireless Earbuds,A. Patel,Online,3,$59.99,$34.79,$179.97,$104.37,$75.60,42.0%
2025-10-11,West,Germany,Home & Kitchen,Coffee Maker,M. Silva,Online,39,$69.99,$41.29,"$2,729.61","$1,610.31","$1,119.30",41.0%
2025-10-11,South,Brazil,Electronics,Laptop Stand,S. Owusu,Online,17,$24.99,$12.25,$424.83,$208.25,$216.58,51.0%
2025-10-11,West,UK,Apparel,Backpack,K. Ivanova,Retail Store,30,$54.99,$26.95,"$1,649.70",$808.50,$841.20,51.0%
2025-10-12,South,Argentina,Office,Desk Lamp,A. Patel,Online,15,$29.99,$16.79,$449.85,$251.85,$198.00,44.0%
2025-10-12,West,UK,Electronics,Wireless Earbuds,S. Owusu,Retail Store,39,$59.99,$34.79,"$2,339.61","$1,356.81",$982.80,42.0%
2025-10-12,West,Germany,Electronics,Wireless Earbuds,A. Patel,Wholesale,29,$59.99,$34.79,"$1,739.71","$1,008.91",$730.80,42.0%
2025-10-13,West,UK,Office,Desk Lamp,K. Ivanova,Online,38,$29.99,$16.79,"$1,139.62",$638.02,$501.60,44.0%
2025-10-13,East,India,Home & Kitchen,Cookware Set,A. Patel,Online,9,$119.99,$56.40,"$1,079.91",$507.60,$572.31,53.0%
2025-10-13,North,USA,Apparel,Sunglasses,L. Rossi,Online,26,$34.99,$19.24,$909.74,$500.24,$409.50,45.0%
2025-10-13,South,Brazil,Electronics,Wireless Earbuds,S. Owusu,Wholesale,35,$59.99,$34.79,"$2,099.65","$1,217.65",$882.00,42.0%
2025-10-13,North,Canada,Home & Kitchen,Coffee Maker,S. Owusu,Online,6,$69.99,$41.29,$419.94,$247.74,$172.20,41.0%
2025-10-13,East,India,Office,Desk Lamp,M. Silva,Online,25,$29.99,$16.79,$749.75,$419.75,$330.00,44.0%
2025-10-14,South,Brazil,Office,Monitor Arm,M. Silva,Online,18,$64.99,$31.85,"$1,169.82",$573.30,$596.52,51.0%
2025-10-14,North,USA,Apparel,Backpack,T. Novak,Online,19,$54.99,$26.95,"$1,044.81",$512.05,$532.76,51.0%
2025-10-14,North,Canada,Office,Desk Chair,J. Kim,Retail Store,2,$179.99,$82.80,$359.98,$165.60,$194.38,54.0%
2025-10-14,North,Canada,Office,Desk Lamp,J. Kim,Retail Store,27,$29.99,$16.79,$809.73,$453.33,$356.40,44.0%
